,authors,genbankAccession,gisaidEpiIsl,originatingLab,sraAccession,strain,submittingLab,lineage
3785,,,EPI_ISL_1634819,,,hCoV-19/Scotland/QEUH-14EC12E/2021,,gamma
3786,,,EPI_ISL_10483087,,,hCoV-19/England/NORW-3192560/2022,,omicron
3787,,,EPI_ISL_11644086,,,hCoV-19/England/ALDP-3BE4B3A/2022,,omicron
3788,,,EPI_ISL_10744842,,,hCoV-19/England/DHSC-CYDMS9G/2022,,omicron
3789,,,EPI_ISL_12469725,,,hCoV-19/England/LSPA-3DD19CB/2022,,omicron
3790,,,EPI_ISL_9377287,,,hCoV-19/England/ALDP-343C7FA/2022,,omicron
3791,,,EPI_ISL_9686274,,,hCoV-19/England/MILK-3527D77/2022,,omicron
3792,,,EPI_ISL_9590585,,,hCoV-19/Wales/PHWC-P8OZ9E/2022,,omicron
3793,,,EPI_ISL_10584801,,,hCoV-19/Wales/PHWC-PEPKIX/2022,,omicron
3794,,,EPI_ISL_9869929,,,hCoV-19/England/MILK-35E9069/2022,,omicron
3795,,,EPI_ISL_9560077,,,hCoV-19/England/LSPA-3494DC1/2022,,omicron
3796,,,EPI_ISL_10519646,,,hCoV-19/England/LSPA-384D6F5/2022,,omicron
3797,,,EPI_ISL_11341228,,,hCoV-19/England/ALDP-3AF5609/2022,,omicron
3798,,,EPI_ISL_11226935,,,hCoV-19/Wales/PHWC-PE61HS/2022,,omicron
3799,,,EPI_ISL_8046154,,,hCoV-19/England/MILK-2EE9D3F/2021,,omicron
3800,,,EPI_ISL_11040440,,,hCoV-19/England/LSPA-39C00CE/2022,,omicron
3801,,,EPI_ISL_12548837,,,hCoV-19/England/QEUH-3DB3A35/2022,,omicron
3802,,,EPI_ISL_16356301,,,hCoV-19/England/LSPA-326413DE/2022,,omicron
3803,,,EPI_ISL_8494656,,,hCoV-19/Scotland/QEUH-3096525/2021,,omicron
3804,,,EPI_ISL_10370252,,,hCoV-19/England/DHSC-CYDR3OX/2021,,omicron
3805,,,EPI_ISL_11058278,,,hCoV-19/Northern Ireland/NIRE-01a8c2/2022,,omicron
3806,,,EPI_ISL_13633476,,,hCoV-19/England/LSPA-3E9E659/2022,,omicron
3807,,,EPI_ISL_9584927,,,hCoV-19/England/MILK-34AC76E/2022,,omicron
3808,,,EPI_ISL_9867634,,,hCoV-19/England/ALDP-35DDEAA/2022,,omicron
3809,,,EPI_ISL_8774797,,,hCoV-19/England/QEUH-31DDD74/2022,,omicron
3810,,,EPI_ISL_10458130,,,hCoV-19/England/DHSC-CYNT1B5/2022,,omicron
3811,,,EPI_ISL_11949402,,,hCoV-19/England/DHSC-CYY4I3Z/2022,,omicron
3812,,,EPI_ISL_12778039,,,hCoV-19/England/QEUH-3CEFD92/2022,,omicron
3813,,,EPI_ISL_11589425,,,hCoV-19/England/LSPA-3C2ACF8/2022,,omicron
3814,,,EPI_ISL_9299385,,,hCoV-19/Scotland/QEUH-33CF371/2022,,omicron
3815,,,EPI_ISL_15741108,,,hCoV-19/England/PHEC-YY8KC5N/2022,,omicron
3816,,,EPI_ISL_9646029,,,hCoV-19/England/ALDP-35098D4/2022,,omicron
3817,,,EPI_ISL_11187502,,,hCoV-19/England/QEUH-3A57896/2022,,omicron
3818,,,EPI_ISL_11591128,,,hCoV-19/England/LSPA-3C45477/2022,,omicron
3819,,,EPI_ISL_9276999,,,hCoV-19/England/ALDP-33B85DF/2022,,omicron
3820,,,EPI_ISL_11088640,,,hCoV-19/England/BRBR-39EB090/2022,,omicron
3821,,,EPI_ISL_13986826,,,hCoV-19/Scotland/PLYM-3EE78A6/2022,,omicron
3822,,,EPI_ISL_15473368,,,hCoV-19/England/LSPA-325B350F/2022,,omicron
3823,,,EPI_ISL_10539407,,,hCoV-19/England/MILK-379F14F/2022,,omicron
3824,,,EPI_ISL_9382715,,,hCoV-19/England/MILK-3417713/2022,,omicron
3825,,,EPI_ISL_16407977,,,hCoV-19/England/PHEP-YYGDQAI/2022,,omicron
3826,,,EPI_ISL_11600323,,,hCoV-19/Scotland/QEUH-3C10976/2022,,omicron
3827,,,EPI_ISL_11520908,,,hCoV-19/England/PHEC-YYDX7YN/2022,,omicron
3828,,,EPI_ISL_9784564,,,hCoV-19/England/LSPA-3562D43/2022,,omicron
3829,,,EPI_ISL_9315427,,,hCoV-19/England/QEUH-33EFE10/2022,,omicron
3830,,,EPI_ISL_9812444,,,hCoV-19/England/LOND-YYBDSPJ/2021,,omicron
3831,,,EPI_ISL_10990271,,,hCoV-19/England/MILK-39B6A18/2022,,omicron
3832,,,EPI_ISL_11917400,,,hCoV-19/England/LSPA-3D1DA0C/2022,,omicron
3833,,,EPI_ISL_11306228,,,hCoV-19/England/ALDP-3AFEFF6/2022,,omicron
3834,,,EPI_ISL_9064914,,,hCoV-19/England/MILK-332542B/2022,,omicron
3835,,,EPI_ISL_13419718,,,hCoV-19/Scotland/EDB62709/2022,,omicron
3836,,,EPI_ISL_8575483,,,hCoV-19/Scotland/QEUH-31037C2/2022,,omicron
3837,,,EPI_ISL_15682092,,,hCoV-19/England/PHEC-YY8KY1Y/2022,,omicron
3838,,,EPI_ISL_8884782,,,hCoV-19/England/PHEP-YYDK5E6/2022,,omicron
3839,,,EPI_ISL_11591804,,,hCoV-19/England/ALDP-3C4767F/2022,,omicron
3840,,,EPI_ISL_11491278,,,hCoV-19/England/PHEP-YYRQHI3/2022,,omicron
3841,,,EPI_ISL_11801569,,,hCoV-19/England/QEUH-3CF3681/2022,,omicron
3842,,,EPI_ISL_10934758,,,hCoV-19/England/PLYM-392C3B8/2022,,omicron
3843,,,EPI_ISL_12442066,,,hCoV-19/England/PHEC-YYR4HXP/2022,,omicron
3844,,,EPI_ISL_11727192,,,hCoV-19/England/LSPA-3CA3FEF/2022,,omicron
3845,,,EPI_ISL_12775505,,,hCoV-19/England/QEUH-3CEADF1/2022,,omicron
3846,,,EPI_ISL_17026764,,,hCoV-19/England/BRBR-326D9A9A/2023,,omicron
3847,,,EPI_ISL_8999961,,,hCoV-19/Wales/PHWC-PG7XSJ/2021,,omicron
3848,,,EPI_ISL_10385680,,,hCoV-19/England/DHSC-CYNXI7R/2021,,omicron
3849,,,EPI_ISL_10671198,,,hCoV-19/Northern Ireland/NIRE-01a18b/2022,,omicron
3850,,,EPI_ISL_7971071,,,hCoV-19/Scotland/QEUH-2EC31E4/2021,,omicron
3851,,,EPI_ISL_13694479,,,hCoV-19/Scotland/SCOT-13958/2022,,omicron
3852,,,EPI_ISL_11968616,,,hCoV-19/Wales/PHWC-PJ1R57/2022,,omicron
3853,,,EPI_ISL_11431882,,,hCoV-19/England/BRBR-3B9EDC0/2022,,omicron
3854,,,EPI_ISL_11595999,,,hCoV-19/England/LSPA-3C4C08B/2022,,omicron
3855,,,EPI_ISL_11547627,,,hCoV-19/England/ALDP-3BD91FA/2022,,omicron
3856,,,EPI_ISL_10882913,,,hCoV-19/England/BRBR-38F8301/2022,,omicron
3857,,,EPI_ISL_9278843,,,hCoV-19/Scotland/QEUH-33C9948/2022,,omicron
3858,,,EPI_ISL_10241430,,,hCoV-19/England/MILK-3755AE0/2022,,omicron
3859,,,EPI_ISL_8615089,,,hCoV-19/England/MILK-313DC84/2022,,omicron
3860,,,EPI_ISL_11955122,,,hCoV-19/England/DHSC-CYYU3CH/2022,,omicron
3861,,,EPI_ISL_9834379,,,hCoV-19/England/NORW-315F9C8/2022,,omicron
3862,,,EPI_ISL_16351556,,,hCoV-19/England/PHEC-YY8WXIS/2022,,omicron
3863,,,EPI_ISL_10465508,,,hCoV-19/England/DHSC-CYYIYQP/2022,,omicron
3864,,,EPI_ISL_11422144,,,hCoV-19/England/ALDP-3B7555E/2022,,omicron
3865,,,EPI_ISL_11769501,,,hCoV-19/England/QEUH-3CFA2D1/2022,,omicron
3866,,,EPI_ISL_16978182,,,hCoV-19/England/QEUH-326CCE8F/2023,,omicron
3867,,,EPI_ISL_17351271,,,hCoV-19/England/QEUH-326541DE/2022,,omicron
3868,,,EPI_ISL_8777128,,,hCoV-19/England/MILK-31DBE64/2022,,omicron
3869,,,EPI_ISL_14606959,,,hCoV-19/England/LSPA-3F3F01F/2022,,omicron
3870,,,EPI_ISL_11336655,,,hCoV-19/England/MILK-3B38B73/2022,,omicron
3871,,,EPI_ISL_13613829,,,hCoV-19/England/LSPA-3E97702/2022,,omicron
3872,,,EPI_ISL_14324249,,,hCoV-19/England/PHEC-YYGXUYJ/2022,,omicron
3873,,,EPI_ISL_8273563,,,hCoV-19/England/MILK-3003DC1/2021,,omicron
3874,,,EPI_ISL_11194145,,,hCoV-19/England/PLYM-3A2EA0B/2022,,omicron
3875,,,EPI_ISL_12894680,,,hCoV-19/England/PHEC-YYFJRSA/2022,,omicron
3876,,,EPI_ISL_12124388,,,hCoV-19/Scotland/QEUH-3D4E02E/2022,,omicron
3877,,,EPI_ISL_8534107,,,hCoV-19/England/BRBR-30F7B8A/2021,,omicron
3878,,,EPI_ISL_11558769,,,hCoV-19/England/PHEP-YYROIJW/2022,,omicron
3879,,,EPI_ISL_12121765,,,hCoV-19/England/LSPA-3D57523/2022,,omicron
3880,,,EPI_ISL_10376892,,,hCoV-19/England/DHSC-CYN4X6T/2022,,omicron
3881,,,EPI_ISL_8705943,,,hCoV-19/Scotland/QEUH-315E063/2022,,omicron
3882,,,EPI_ISL_10536276,,,hCoV-19/Wales/MILK-37A4E31/2022,,omicron
3883,,,EPI_ISL_15760418,,,hCoV-19/England/PHEC-YY8CK64/2022,,omicron
3884,,,EPI_ISL_13108515,,,hCoV-19/England/PHEP-YYR9HET/2022,,omicron
3885,,,EPI_ISL_11693622,,,hCoV-19/Scotland/QEUH-3C5BD64/2022,,omicron
3886,,,EPI_ISL_10423024,,,hCoV-19/Scotland/QEUH-36E206F/2022,,omicron
3887,,,EPI_ISL_11831007,,,hCoV-19/England/LSPA-3D067D2/2022,,omicron
3888,,,EPI_ISL_8852810,,,hCoV-19/England/PLYM-324531A/2022,,omicron
3889,,,EPI_ISL_10000968,,,hCoV-19/Scotland/QEUH-36308C4/2022,,omicron
3890,,,EPI_ISL_9167714,,,hCoV-19/Wales/PHWC-P8RNZG/2022,,omicron
3891,,,EPI_ISL_9267759,,,hCoV-19/England/PHEC-YYNBDZK/2022,,omicron
3892,,,EPI_ISL_9686504,,,hCoV-19/England/MILK-3522B90/2022,,omicron
3893,,,EPI_ISL_11557753,,,hCoV-19/Scotland/QEUH-3BBA72A/2022,,omicron
3894,,,EPI_ISL_9778677,,,hCoV-19/England/MILK-3584552/2022,,omicron
3895,,,EPI_ISL_8943627,,,hCoV-19/England/QEUH-326B4C0/2022,,omicron
3896,,,EPI_ISL_9732739,,,hCoV-19/England/MILK-35475E2/2022,,omicron
3897,,,EPI_ISL_10965641,,,hCoV-19/Scotland/QEUH-394D427/2022,,omicron
3898,,,EPI_ISL_10734897,,,hCoV-19/England/LSPA-38BDB97/2022,,omicron
3899,,,EPI_ISL_9790063,,,hCoV-19/England/LSPA-357BD1A/2022,,omicron
3900,,,EPI_ISL_11773999,,,hCoV-19/Scotland/QEUH-3C7FBCA/2022,,omicron
3901,,,EPI_ISL_9642856,,,hCoV-19/England/LSPA-3512C72/2022,,omicron
3902,,,EPI_ISL_9737666,,,hCoV-19/England/ALDP-35374F7/2022,,omicron
3903,,,EPI_ISL_11212363,,,hCoV-19/England/MILK-3ABCFD6/2022,,omicron
3904,,,EPI_ISL_10671027,,,hCoV-19/Northern Ireland/NIRE-01a118/2022,,omicron
3905,,,EPI_ISL_12443095,,,hCoV-19/England/PHEC-YYR579J/2022,,omicron
3906,,,EPI_ISL_10339308,,,hCoV-19/England/MILK-3777444/2022,,omicron
3907,,,EPI_ISL_9782046,,,hCoV-19/England/LSPA-35106A3/2022,,omicron
3908,,,EPI_ISL_17704801,,,hCoV-19/England/PHEP-YYGW646/2023,,omicron
3909,,,EPI_ISL_12773080,,,hCoV-19/England/QEUH-3D113FE/2022,,omicron
3910,,,EPI_ISL_10526925,,,hCoV-19/England/MILK-381C835/2022,,omicron
3911,,,EPI_ISL_10438651,,,hCoV-19/England/DHSC-CYB7PUR/2021,,omicron
3912,,,EPI_ISL_11589818,,,hCoV-19/England/LSPA-3C2EE49/2022,,omicron
3913,,,EPI_ISL_14024174,,,hCoV-19/England/PHEC-YYGNDIE/2022,,omicron
3914,,,EPI_ISL_13986874,,,hCoV-19/England/PLYM-3EE8AEB/2022,,omicron
3915,,,EPI_ISL_16350627,,,hCoV-19/England/QEUH-3264446F/2022,,omicron
3916,,,EPI_ISL_11647349,,,hCoV-19/England/LSPA-3C3A41B/2022,,omicron
3917,,,EPI_ISL_10529250,,,hCoV-19/England/MILK-3805BBE/2022,,omicron
3918,,,EPI_ISL_10543144,,,hCoV-19/England/MILK-3735E80/2022,,omicron
3919,,,EPI_ISL_8454299,,,hCoV-19/Scotland/QEUH-3060005/2021,,omicron
3920,,,EPI_ISL_13874839,,,hCoV-19/England/QEUH-3ED95CE/2022,,omicron
3921,,,EPI_ISL_15431920,,,hCoV-19/Northern Ireland/NIRE-01ecfa/2022,,omicron
3922,,,EPI_ISL_11131539,,,hCoV-19/Scotland/QEUH-398CA57/2022,,omicron
3923,,,EPI_ISL_10995851,,,hCoV-19/England/DHSC-CYNSMFO/2022,,omicron
3924,,,EPI_ISL_9317501,,,hCoV-19/England/NEWC-3405596/2022,,omicron
3925,,,EPI_ISL_10386779,,,hCoV-19/England/DHSC-CYY1D6X/2021,,omicron
3926,,,EPI_ISL_15629133,,,hCoV-19/England/LSPA-325C66CA/2022,,omicron
3927,,,EPI_ISL_11831131,,,hCoV-19/England/QEUH-3CF70E9/2022,,omicron
3928,,,EPI_ISL_8656691,,,hCoV-19/Scotland/QEUH-314D726/2022,,omicron
3929,,,EPI_ISL_10048042,,,hCoV-19/England/ALDP-36937D1/2022,,omicron
3930,,,EPI_ISL_11703658,,,hCoV-19/England/QEUH-3C8BD89/2022,,omicron
3931,,,EPI_ISL_9362169,,,hCoV-19/England/MILK-3450198/2022,,omicron
3932,,,EPI_ISL_12561391,,,hCoV-19/England/PHEP-YYR7KMB/2022,,omicron
3933,,,EPI_ISL_18041034,,,hCoV-19/Scotland/QEUH-2EA1B154/2022,,omicron
3934,,,EPI_ISL_8202967,,,hCoV-19/England/ALDP-2F55EA3/2021,,omicron
3935,,,EPI_ISL_11156741,,,hCoV-19/Wales/PHWC-PE7I9X/2022,,omicron
3936,,,EPI_ISL_10060096,,,hCoV-19/England/ALDP-3669C4E/2022,,omicron
3937,,,EPI_ISL_16178997,,,hCoV-19/England/PHEC-YY8O5GT/2022,,omicron
3938,,,EPI_ISL_16287142,,,hCoV-19/England/PHEC-YY8UBTQ/2022,,omicron
3939,,,EPI_ISL_11600777,,,hCoV-19/England/ALDP-3C21AD9/2022,,omicron
3940,,,EPI_ISL_16285491,,,hCoV-19/England/LSPA-3263F625/2022,,omicron
3941,,,EPI_ISL_10542815,,,hCoV-19/England/MILK-3775F72/2022,,omicron
3942,,,EPI_ISL_8784829,,,hCoV-19/Wales/PHWC-PGW3ZX/2021,,omicron
3943,,,EPI_ISL_15648942,,,hCoV-19/England/QEUH-325C3117/2022,,omicron
3944,,,EPI_ISL_10419500,,,hCoV-19/England/LSPA-37A892D/2022,,omicron
3945,,,EPI_ISL_8343329,,,hCoV-19/England/MILK-3012442/2021,,omicron
3946,,,EPI_ISL_10725824,,,hCoV-19/England/PLYM-38A64A5/2022,,omicron
3947,,,EPI_ISL_8964909,,,hCoV-19/Scotland/QEUH-328B1D2/2022,,omicron
3948,,,EPI_ISL_10475540,,,hCoV-19/England/MILK-373BD9C/2022,,omicron
3949,,,EPI_ISL_8193744,,,hCoV-19/England/MILK-2F9F6A5/2021,,omicron
3950,,,EPI_ISL_9308559,,,hCoV-19/England/MILK-3400C87/2022,,omicron
3951,,,EPI_ISL_9870633,,,hCoV-19/England/ALDP-35DE9D5/2022,,omicron
3952,,,EPI_ISL_10442409,,,hCoV-19/England/DHSC-CYBQ8FG/2022,,omicron
3953,,,EPI_ISL_8533521,,,hCoV-19/England/QEUH-3103926/2022,,omicron
3954,,,EPI_ISL_15677324,,,hCoV-19/England/QEUH-325D8892/2022,,omicron
3955,,,EPI_ISL_10885392,,,hCoV-19/Scotland/QEUH-38F9DD5/2022,,omicron
3956,,,EPI_ISL_8103988,,,hCoV-19/England/MILK-2F813EB/2021,,omicron
3957,,,EPI_ISL_15386002,,,hCoV-19/England/PHEC-YY8NXAI/2022,,omicron
3958,,,EPI_ISL_10360278,,,hCoV-19/England/DHSC-CYBXWET/2022,,omicron
3959,,,EPI_ISL_8447032,,,hCoV-19/England/MILK-3076075/2021,,omicron
3960,,,EPI_ISL_8495164,,,hCoV-19/England/PLYM-309FD42/2022,,omicron
3961,,,EPI_ISL_11872855,,,hCoV-19/Scotland/EDB52261/2022,,omicron
3962,,,EPI_ISL_8276293,,,hCoV-19/England/PLYM-2FDF612/2021,,omicron
3963,,,EPI_ISL_10112901,,,hCoV-19/Scotland/QEUH-3681439/2022,,omicron
3964,,,EPI_ISL_12097726,,,hCoV-19/England/LSPA-3D5419B/2022,,omicron
3965,,,EPI_ISL_8489473,,,hCoV-19/Wales/PHWC-PGP9ZA/2021,,omicron
3966,,,EPI_ISL_11753799,,,hCoV-19/Wales/PHWC-PJPYON/2022,,omicron
3967,,,EPI_ISL_16867031,,,hCoV-19/England/BRBR-326B824E/2023,,omicron
3968,,,EPI_ISL_10392439,,,hCoV-19/England/DHSC-CYYOMTF/2022,,omicron
3969,,,EPI_ISL_11096558,,,hCoV-19/England/BRBR-399E5D9/2022,,omicron
3970,,,EPI_ISL_7895196,,,hCoV-19/England/MILK-2E7DF1C/2021,,omicron
3971,,,EPI_ISL_11183371,,,hCoV-19/Scotland/QEUH-3A5616F/2022,,omicron
3972,,,EPI_ISL_17401110,,,hCoV-19/Wales/PHWC-PKQMFM/2023,,omicron
3973,,,EPI_ISL_11132760,,,hCoV-19/Scotland/QEUH-3985CEF/2022,,omicron
3974,,,EPI_ISL_12084714,,,hCoV-19/Scotland/QEUH-3D35B0B/2022,,omicron
3975,,,EPI_ISL_18063240,,,hCoV-19/England/CLIMB-CM7YEKIO/2022,,omicron
3976,,,EPI_ISL_10478442,,,hCoV-19/England/LSPA-3746754/2022,,omicron
3977,,,EPI_ISL_12253295,,,hCoV-19/England/LSPA-3D8DD95/2022,,omicron
3978,,,EPI_ISL_10644815,,,hCoV-19/England/MILK-3861AD1/2022,,omicron
3979,,,EPI_ISL_11303670,,,hCoV-19/England/QEUH-3B10898/2022,,omicron
3980,,,EPI_ISL_10111673,,,hCoV-19/Scotland/QEUH-3694D74/2022,,omicron
3981,,,EPI_ISL_8890705,,,hCoV-19/Wales/PHWC-PG31O4/2021,,omicron
3982,,,EPI_ISL_13603963,,,hCoV-19/England/QEUH-3E88106/2022,,omicron
3983,,,EPI_ISL_16408269,,,hCoV-19/Wales/PHWC-PKJQO5/2022,,omicron
3984,,,EPI_ISL_11690652,,,hCoV-19/England/LSPA-3C7BE01/2022,,omicron
3985,,,EPI_ISL_8959606,,,hCoV-19/England/PHEC-YYBHFMM/2021,,omicron
3986,,,EPI_ISL_10802891,,,hCoV-19/Scotland/QEUH-386F174/2022,,omicron
3987,,,EPI_ISL_18041065,,,hCoV-19/Scotland/QEUH-2EA1B118/2022,,omicron
3988,,,EPI_ISL_8280374,,,hCoV-19/England/PLYM-2FDCD89/2021,,omicron
3989,,,EPI_ISL_11650562,,,hCoV-19/England/NEWC-3C57CA7/2022,,omicron
3990,,,EPI_ISL_10418019,,,hCoV-19/England/LSPA-37D1F38/2022,,omicron
3991,,,EPI_ISL_16867102,,,hCoV-19/England/PLYM-326BA5BC/2023,,omicron
3992,,,EPI_ISL_11039180,,,hCoV-19/England/ALDP-39BF3AB/2022,,omicron
3993,,,EPI_ISL_11046367,,,hCoV-19/Scotland/QEUH-3973604/2022,,omicron
3994,,,EPI_ISL_16483682,,,hCoV-19/England/PHEC-YY8ZMRZ/2022,,omicron
3995,,,EPI_ISL_9815732,,,hCoV-19/Wales/PHWC-P84WUX/2022,,omicron
3996,,,EPI_ISL_10735556,,,hCoV-19/England/BRBR-38BABC7/2022,,omicron
3997,,,EPI_ISL_8895896,,,hCoV-19/England/MILK-324D312/2022,,omicron
3998,,,EPI_ISL_10452017,,,hCoV-19/England/DHSC-CYDZ9IA/2022,,omicron
3999,,,EPI_ISL_12125707,,,hCoV-19/Scotland/QEUH-3D43557/2022,,omicron
4000,,,EPI_ISL_11509650,,,hCoV-19/England/LSPA-3BBAC94/2022,,omicron
4001,,,EPI_ISL_16027648,,,hCoV-19/England/QEUH-326044B6/2022,,omicron
4002,,,EPI_ISL_10527924,,,hCoV-19/England/ALDP-3815562/2022,,omicron
4003,,,EPI_ISL_9311622,,,hCoV-19/England/MILK-33EE585/2022,,omicron
4004,,,EPI_ISL_10413063,,,hCoV-19/England/MILK-37DDD6F/2022,,omicron
4005,,,EPI_ISL_8448940,,,hCoV-19/England/ALDP-307BFA0/2021,,omicron
4006,,,EPI_ISL_18021129,,,hCoV-19/England/QEUH-2E9F55BF/2022,,omicron
4007,,,EPI_ISL_11079600,,,hCoV-19/England/NEWC-39F1273/2022,,omicron
4008,,,EPI_ISL_10932850,,,hCoV-19/England/LSPA-392078B/2022,,omicron
4009,,,EPI_ISL_11081785,,,hCoV-19/England/PLYM-39D02A7/2022,,omicron
4010,,,EPI_ISL_11594469,,,hCoV-19/England/LSPA-3C32FE5/2022,,omicron
4011,,,EPI_ISL_9020819,,,hCoV-19/England/PHEC-YYB6RG1/2022,,omicron
4012,,,EPI_ISL_9647887,,,hCoV-19/Scotland/QEUH-34D4897/2022,,omicron
4013,,,EPI_ISL_9565659,,,hCoV-19/Wales/PHWC-P8Q8WU/2022,,omicron
4014,,,EPI_ISL_9300331,,,hCoV-19/Scotland/SCOT-3278/2022,,omicron
4015,,,EPI_ISL_11110238,,,hCoV-19/Scotland/EDB45947/2022,,omicron
4016,,,EPI_ISL_9788043,,,hCoV-19/England/LSPA-3560501/2022,,omicron
4017,,,EPI_ISL_8959832,,,hCoV-19/England/PHEP-YYDC5PO/2022,,omicron
4018,,,EPI_ISL_12772106,,,hCoV-19/England/LSPA-3E12BA9/2022,,omicron
4019,,,EPI_ISL_12584425,,,hCoV-19/England/PHEP-YYR7SH1/2022,,omicron
4020,,,EPI_ISL_18084820,,,hCoV-19/Scotland/QEUH-2EA04DD2/2022,,omicron
4021,,,EPI_ISL_9247734,,,hCoV-19/England/ALDP-33946D6/2022,,omicron
4022,,,EPI_ISL_10516586,,,hCoV-19/England/LSPA-3830D4B/2022,,omicron
4023,,,EPI_ISL_8695628,,,hCoV-19/England/LSPA-31743E6/2022,,omicron
4024,,,EPI_ISL_9621253,,,hCoV-19/England/LSPA-34F0A62/2022,,omicron
4025,,,EPI_ISL_9364157,,,hCoV-19/England/PLYM-345B546/2022,,omicron
4026,,,EPI_ISL_10800826,,,hCoV-19/Scotland/QEUH-38B06B1/2022,,omicron
4027,,,EPI_ISL_11063046,,,hCoV-19/Wales/PHWC-PEHYEI/2022,,omicron
4028,,,EPI_ISL_11769135,,,hCoV-19/England/LSPA-3CE4F4C/2022,,omicron
4029,,,EPI_ISL_12490856,,,hCoV-19/Scotland/QEUH-3DD7804/2022,,omicron
4030,,,EPI_ISL_11273435,,,hCoV-19/Scotland/QEUH-3AB34D0/2022,,omicron
4031,,,EPI_ISL_12312805,,,hCoV-19/England/LSPA-3D9919A/2022,,omicron
4032,,,EPI_ISL_11087470,,,hCoV-19/England/BRBR-39D62CF/2022,,omicron
4033,,,EPI_ISL_16148502,,,hCoV-19/England/LSPA-32617E1C/2022,,omicron
4034,,,EPI_ISL_9507731,,,hCoV-19/England/NEWC-3477D6A/2022,,omicron
4035,,,EPI_ISL_10989942,,,hCoV-19/England/NEWC-39AB1C6/2022,,omicron
4036,,,EPI_ISL_16094770,,,hCoV-19/England/LSPA-32612804/2022,,omicron
4037,,,EPI_ISL_11604431,,,hCoV-19/England/ALDP-3C0EFC4/2022,,omicron
4038,,,EPI_ISL_10674584,,,hCoV-19/Wales/PHWC-PEOBF1/2022,,omicron
4039,,,EPI_ISL_10047831,,,hCoV-19/England/ALDP-3691F71/2022,,omicron
4040,,,EPI_ISL_9309829,,,hCoV-19/England/NEWC-340F67B/2022,,omicron
4041,,,EPI_ISL_9889153,,,hCoV-19/Scotland/QEUH-362F646/2022,,omicron
4042,,,EPI_ISL_8997786,,,hCoV-19/England/QEUH-32D2400/2022,,omicron
4043,,,EPI_ISL_16904402,,,hCoV-19/England/PHEP-YYGJQY4/2023,,omicron
4044,,,EPI_ISL_10531137,,,hCoV-19/Scotland/QEUH-37E31B5/2022,,omicron
4045,,,EPI_ISL_11077780,,,hCoV-19/England/BRBR-39FEFBB/2022,,omicron
4046,,,EPI_ISL_10853454,,,hCoV-19/Scotland/EDB43691/2022,,omicron
4047,,,EPI_ISL_9606611,,,hCoV-19/Scotland/NORT-YB5W73/2022,,omicron
4048,,,EPI_ISL_9824222,,,hCoV-19/England/MILK-358FA3A/2022,,omicron
4049,,,EPI_ISL_10744728,,,hCoV-19/England/DHSC-CYDJURR/2022,,omicron
4050,,,EPI_ISL_10458440,,,hCoV-19/England/DHSC-CYNUXMG/2022,,omicron
4051,,,EPI_ISL_8898708,,,hCoV-19/England/ALDP-325CDD6/2022,,omicron
4052,,,EPI_ISL_13088080,,,hCoV-19/England/QEUH-3E2DEB1/2022,,omicron
4053,,,EPI_ISL_10452892,,,hCoV-19/England/LSPA-37FA42B/2022,,omicron
4054,,,EPI_ISL_14042101,,,hCoV-19/Wales/LSPA-3EC09BF/2022,,omicron
4055,,,EPI_ISL_11932717,,,hCoV-19/England/DHSC-CYBW4DK/2022,,omicron
4056,,,EPI_ISL_10926053,,,hCoV-19/England/MILK-39427ED/2022,,omicron
4057,,,EPI_ISL_9837283,,,hCoV-19/England/PHEP-YYD9RCN/2022,,omicron
4058,,,EPI_ISL_12095795,,,hCoV-19/England/QEUH-3D4AB6D/2022,,omicron
4059,,,EPI_ISL_10194734,,,hCoV-19/England/MILK-3728785/2022,,omicron
4060,,,EPI_ISL_11657783,,,hCoV-19/England/PHEC-YYDUMOK/2022,,omicron
4061,,,EPI_ISL_10543291,,,hCoV-19/England/LSPA-3737F8B/2022,,omicron
4062,,,EPI_ISL_11592415,,,hCoV-19/England/PLYM-3C40FE4/2022,,omicron
4063,,,EPI_ISL_8614981,,,hCoV-19/England/ALDP-313E8F8/2022,,omicron
4064,,,EPI_ISL_8383358,,,hCoV-19/England/QEUH-305226A/2021,,omicron
4065,,,EPI_ISL_13743151,,,hCoV-19/Wales/PHWC-PJ6NJC/2022,,omicron
4066,,,EPI_ISL_10726892,,,hCoV-19/England/LSPA-38A4C45/2022,,omicron
4067,,,EPI_ISL_14024519,,,hCoV-19/England/PHEC-YYGNWT9/2022,,omicron
4068,,,EPI_ISL_12970179,,,hCoV-19/England/QEUH-3E1E211/2022,,omicron
4069,,,EPI_ISL_11700513,,,hCoV-19/England/QEUH-3CAD20A/2022,,omicron
4070,,,EPI_ISL_10965800,,,hCoV-19/England/LSPA-39419E8/2022,,omicron
4071,,,EPI_ISL_14171946,,,hCoV-19/England/PHEC-YYG8PO6/2022,,omicron
4072,,,EPI_ISL_13421767,,,hCoV-19/Scotland/SCOT-13390/2022,,omicron
4073,,,EPI_ISL_9309254,,,hCoV-19/England/NEWC-34120A4/2022,,omicron
4074,,,EPI_ISL_10001195,,,hCoV-19/England/LSPA-362DC28/2022,,omicron
4075,,,EPI_ISL_9024843,,,hCoV-19/Wales/PHWC-P8DRT1/2022,,omicron
4076,,,EPI_ISL_9584667,,,hCoV-19/England/ALDP-34B35C4/2022,,omicron
